,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
149,150,1.0,4.0,2.0,3,3,45,No,Travel_Rarely,Research & Development,1.25,3,Medical,Female,1,Sales Executive,Married,662.74,3.0,Y,14,8,1,8.0,4,2,0,2
150,151,4.0,4.0,1.0,3,3,52,No,Travel_Rarely,Research & Development,7.5,3,Medical,Male,2,Research Scientist,Married,634.14,2.0,Y,11,8,1,31.0,3,5,1,4
151,152,1.0,3.0,3.0,2,3,42,No,Travel_Frequently,Sales,6.25,3,Marketing,Female,2,Healthcare Representative,Divorced,368.81,2.0,Y,13,8,1,19.0,0,5,0,2
152,153,3.0,4.0,3.0,3,4,30,No,Travel_Rarely,Sales,15.625,3,Marketing,Male,1,Sales Executive,Single,312.78,2.0,Y,20,8,1,11.0,5,5,0,2
153,154,1.0,1.0,1.0,3,3,60,No,Travel_Rarely,Research & Development,6.25,3,Life Sciences,Female,1,Manufacturing Director,Married,294.96999999999997,5.0,Y,18,8,1,33.0,4,29,11,10
154,155,3.0,3.0,2.0,2,3,46,No,Travel_Rarely,Sales,11.875,4,Marketing,Female,1,Sales Executive,Divorced,534.04,2.0,Y,14,8,0,19.0,5,10,0,8
155,156,4.0,4.0,4.0,3,3,42,No,Travel_Frequently,Research & Development,11.25,4,Technical Degree,Male,4,Sales Executive,Married,1716.78,0.0,Y,13,8,2,7.0,2,6,0,4
156,157,1.0,2.0,3.0,2,3,24,Yes,Travel_Rarely,Research & Development,16.875,2,Medical,Male,1,Research Scientist,Single,1354.86,1.0,Y,17,8,1,6.0,0,5,1,4
157,158,4.0,3.0,2.0,3,4,34,Yes,Travel_Frequently,Research & Development,3.125,3,Medical,Male,2,Research Scientist,Divorced,1786.72,0.0,Y,20,8,1,3.0,3,2,1,0
158,159,4.0,4.0,3.0,3,3,38,No,Travel_Frequently,Sales,1.875,3,Marketing,Female,2,Sales Executive,Married,637.91,1.0,Y,11,8,1,1.0,3,1,0,0
159,160,3.0,3.0,3.0,2,3,40,No,Travel_Rarely,Sales,16.25,4,Marketing,Female,1,Sales Executive,Married,452.65999999999997,0.0,Y,18,8,1,21.0,2,20,1,12
160,161,1.0,4.0,1.0,4,4,26,No,Travel_Rarely,Research & Development,1.875,2,Medical,Female,4,Healthcare Representative,Divorced,316.68,1.0,Y,24,8,0,3.0,2,3,0,2
161,162,3.0,4.0,1.0,2,3,30,No,Non-Travel,Research & Development,9.375,3,Medical,Female,2,Sales Executive,Married,309.4,4.0,Y,18,8,3,9.0,2,5,1,4
162,163,2.0,3.0,3.0,3,3,29,No,Travel_Rarely,Research & Development,5.0,3,Medical,Female,3,Manufacturing Director,Married,2526.0299999999997,1.0,Y,11,8,0,10.0,3,10,0,7
163,164,3.0,2.0,4.0,2,3,29,Yes,Travel_Rarely,Research & Development,11.875,4,Life Sciences,Male,3,Research Scientist,Married,232.7,5.0,Y,16,8,1,6.0,4,2,1,1
164,165,1.0,4.0,4.0,3,3,19,Yes,Travel_Rarely,Research & Development,2.5,3,Medical,Male,1,Sales Executive,Single,993.7199999999999,1.0,Y,15,8,2,1.0,2,1,0,0
165,166,3.0,1.0,3.0,3,3,30,No,Non-Travel,Research & Development,1.25,4,Life Sciences,Female,3,Research Scientist,Married,667.03,0.0,Y,15,8,1,10.0,2,9,7,8
166,167,1.0,4.0,2.0,3,3,57,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,Male,4,Research Scientist,Divorced,819.78,3.0,Y,12,8,1,32.0,3,1,0,0
167,168,2.0,3.0,3.0,3,3,50,No,Travel_Rarely,Sales,6.25,4,Life Sciences,Female,3,Manager,Married,622.31,0.0,Y,12,8,0,28.0,3,27,15,7
168,169,3.0,4.0,2.0,3,4,30,No,Non-Travel,Sales,6.25,2,Life Sciences,Male,3,Laboratory Technician,Single,2454.4,0.0,Y,22,8,1,12.0,3,11,6,7
169,170,3.0,1.0,4.0,3,4,60,No,Travel_Frequently,Research & Development,10.0,3,Life Sciences,Female,4,Laboratory Technician,Married,304.07,4.0,Y,20,8,0,22.0,4,18,13,11
170,171,1.0,4.0,3.0,2,3,47,No,Travel_Rarely,Research & Development,0.625,3,Technical Degree,Male,5,Manufacturing Director,Divorced,1764.1,5.0,Y,16,8,2,20.0,2,5,0,4
171,172,1.0,3.0,1.0,2,4,46,No,Travel_Rarely,Sales,2.5,1,Technical Degree,Male,1,Laboratory Technician,Married,872.56,6.0,Y,21,8,1,26.0,3,3,0,1
172,173,4.0,3.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,9.375,2,Medical,Female,2,Laboratory Technician,Single,702.78,0.0,Y,12,8,1,6.0,2,5,4,3
173,174,3.0,3.0,3.0,3,3,54,No,Travel_Rarely,Research & Development,1.25,4,Medical,Male,2,Human Resources,Single,1161.94,7.0,Y,11,8,3,19.0,2,1,0,0
174,175,4.0,3.0,3.0,4,3,34,No,Travel_Rarely,Sales,5.0,2,Life Sciences,Male,1,Laboratory Technician,Divorced,317.07,3.0,Y,11,8,2,14.0,2,7,5,7
175,176,3.0,4.0,3.0,2,3,46,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,1,Healthcare Representative,Married,1148.81,2.0,Y,18,8,0,15.0,3,3,1,2
176,177,3.0,2.0,4.0,3,3,31,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,Male,2,Research Director,Divorced,694.5899999999999,1.0,Y,14,8,1,13.0,3,13,0,8
177,178,2.0,3.0,4.0,2,4,33,Yes,Travel_Rarely,Research & Development,6.25,3,Life Sciences,Female,4,Research Director,Married,874.64,7.0,Y,22,8,0,15.0,2,7,7,7
178,179,1.0,4.0,3.0,3,4,33,Yes,Travel_Rarely,Sales,3.125,4,Marketing,Male,2,Research Director,Divorced,864.76,7.0,Y,25,8,0,8.0,5,4,1,3
179,180,4.0,2.0,3.0,3,3,30,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,1,Sales Executive,Single,630.5,0.0,Y,12,8,1,4.0,4,3,1,2
180,181,4.0,3.0,3.0,1,4,35,No,Travel_Rarely,Research & Development,7.5,2,Medical,Female,2,Sales Representative,Married,365.16999999999996,4.0,Y,23,8,1,10.0,2,8,0,0
181,182,1.0,3.0,3.0,2,3,31,Yes,Travel_Frequently,Research & Development,13.75,2,Medical,Female,2,Sales Executive,Married,739.5699999999999,3.0,Y,15,8,2,12.0,2,1,0,0
182,183,2.0,1.0,3.0,4,4,34,Yes,Travel_Frequently,Sales,10.625,1,Marketing,Male,1,Research Director,Divorced,260.13,9.0,Y,22,8,1,11.0,5,3,0,2
183,184,2.0,3.0,3.0,2,3,42,No,Travel_Frequently,Research & Development,1.25,4,Medical,Female,1,Research Scientist,Married,387.01,4.0,Y,15,8,3,8.0,3,2,2,0
184,185,2.0,4.0,2.0,3,3,36,No,Non-Travel,Research & Development,1.875,4,Medical,Male,1,Research Scientist,Single,523.25,1.0,Y,11,8,0,10.0,3,10,9,7
185,186,3.0,3.0,3.0,3,3,22,Yes,Travel_Frequently,Research & Development,4.375,3,Medical,Female,2,Laboratory Technician,Single,492.04999999999995,5.0,Y,13,8,2,4.0,2,2,1,2
186,187,2.0,4.0,3.0,3,3,48,No,Travel_Rarely,Research & Development,3.75,3,Medical,Male,1,Laboratory Technician,Married,1411.02,2.0,Y,14,8,1,14.0,6,9,6,7
187,188,1.0,2.0,3.0,3,3,55,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,1,Sales Executive,Single,1564.03,3.0,Y,11,8,0,37.0,5,10,7,7
188,189,4.0,4.0,3.0,2,3,41,No,Non-Travel,Research & Development,1.875,2,Life Sciences,Female,2,Research Scientist,Single,1291.6799999999998,7.0,Y,17,8,1,16.0,2,14,1,10
189,190,2.0,3.0,3.0,2,3,35,No,Travel_Rarely,Research & Development,13.75,3,Medical,Female,1,Sales Representative,Married,385.58,9.0,Y,18,8,0,15.0,2,11,6,9
190,191,2.0,3.0,3.0,3,3,40,No,Travel_Rarely,Research & Development,9.375,3,Life Sciences,Female,2,Laboratory Technician,Single,334.22999999999996,7.0,Y,14,8,0,22.0,1,20,5,13
191,192,3.0,3.0,3.0,3,3,39,No,Travel_Frequently,Research & Development,7.5,1,Medical,Male,1,Research Scientist,Married,1298.83,1.0,Y,16,8,1,8.0,3,8,0,7
192,193,2.0,4.0,4.0,2,3,31,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,Male,3,Research Director,Single,798.4599999999999,4.0,Y,13,8,2,10.0,2,6,0,5
193,194,4.0,1.0,2.0,3,3,42,No,Travel_Rarely,Research & Development,3.125,3,Medical,Male,3,Sales Executive,Married,700.6999999999999,1.0,Y,14,8,0,10.0,3,10,5,8
194,195,4.0,2.0,4.0,3,4,45,No,Travel_Rarely,Research & Development,1.25,1,Medical,Female,4,Sales Executive,Married,572.52,0.0,Y,23,8,0,9.0,2,8,3,7
196,197,4.0,4.0,4.0,2,3,29,No,Travel_Rarely,Research & Development,3.125,3,Medical,Male,1,Research Scientist,Divorced,666.9,4.0,Y,11,8,0,8.0,3,3,1,2
197,198,1.0,3.0,3.0,3,3,33,No,Travel_Rarely,Research & Development,10.0,3,Medical,Female,1,Laboratory Technician,Divorced,271.7,4.0,Y,16,8,0,10.0,2,6,0,5
198,199,3.0,4.0,2.0,3,3,31,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,Female,1,Sales Executive,Divorced,378.16999999999996,9.0,Y,14,8,2,10.0,2,5,0,1
199,200,2.0,2.0,3.0,4,3,18,Yes,Travel_Frequently,Research & Development,1.25,3,Technical Degree,Male,1,Sales Executive,Single,450.84,1.0,Y,18,8,2,0.0,4,0,0,0
200,201,3.0,1.0,3.0,2,3,40,No,Non-Travel,Research & Development,0.625,4,Technical Degree,Female,2,Laboratory Technician,Divorced,398.84,3.0,Y,19,8,0,20.0,3,1,0,1
201,202,1.0,3.0,3.0,2,3,41,No,Non-Travel,Research & Development,14.375,3,Life Sciences,Male,2,Manufacturing Director,Single,347.09999999999997,2.0,Y,15,8,2,10.0,2,8,0,7
202,203,1.0,3.0,3.0,2,3,26,No,Travel_Rarely,Research & Development,5.625,4,Medical,Male,3,Healthcare Representative,Divorced,350.09,5.0,Y,17,8,3,8.0,3,0,0,0
203,204,1.0,3.0,3.0,2,3,35,No,Travel_Rarely,Research & Development,10.0,4,Medical,Male,2,Human Resources,Single,1238.3799999999999,1.0,Y,15,8,0,5.0,2,5,0,3
204,205,4.0,4.0,3.0,2,3,34,No,Travel_Rarely,Research & Development,16.25,3,Medical,Male,1,Laboratory Technician,Single,680.81,1.0,Y,19,8,1,10.0,3,10,5,7
205,206,3.0,4.0,1.0,1,4,26,Yes,Travel_Rarely,Sales,0.625,3,Marketing,Female,2,Manufacturing Director,Single,315.38,1.0,Y,22,8,0,1.0,3,1,0,0
206,207,2.0,4.0,4.0,3,3,37,No,Travel_Rarely,Research & Development,5.0,1,Life Sciences,Male,1,Sales Executive,Single,545.0899999999999,4.0,Y,16,8,1,12.0,5,6,1,2
207,208,1.0,3.0,2.0,3,3,46,No,Travel_Frequently,Research & Development,2.5,1,Medical,Male,5,Human Resources,Married,378.43,5.0,Y,13,8,0,28.0,3,2,1,2
208,209,2.0,1.0,3.0,3,3,41,No,Travel_Rarely,Research & Development,15.0,1,Life Sciences,Male,1,Research Director,Married,345.93,7.0,Y,14,8,1,22.0,2,18,11,8
209,210,1.0,2.0,3.0,3,3,37,No,Non-Travel,Research & Development,4.375,2,Medical,Male,1,Sales Executive,Divorced,263.64,1.0,Y,16,8,1,9.0,3,9,7,7
211,212,4.0,3.0,3.0,2,4,32,Yes,Non-Travel,Research & Development,4.375,2,Life Sciences,Female,2,Research Director,Married,428.73999999999995,8.0,Y,22,8,0,6.0,4,4,1,2
212,213,4.0,4.0,3.0,2,3,24,No,Travel_Frequently,Sales,13.75,3,Life Sciences,Female,1,Healthcare Representative,Married,381.54999999999995,0.0,Y,14,8,2,3.0,5,2,2,1
213,214,3.0,3.0,3.0,3,3,38,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,Female,1,Research Scientist,Married,2005.51,3.0,Y,16,8,1,18.0,2,1,0,0
214,215,2.0,2.0,2.0,3,3,37,No,Travel_Rarely,Research & Development,0.625,4,Technical Degree,Female,5,Research Scientist,Married,512.72,6.0,Y,11,8,2,8.0,3,6,4,3
215,216,4.0,3.0,3.0,1,3,49,No,Travel_Rarely,Sales,13.125,1,Life Sciences,Male,1,Sales Executive,Divorced,521.43,1.0,Y,18,8,2,31.0,2,31,0,9
216,217,2.0,4.0,3.0,2,3,24,No,Travel_Rarely,Sales,0.625,3,Marketing,Female,1,Sales Executive,Married,442.90999999999997,1.0,Y,15,8,2,6.0,2,6,1,4
217,218,1.0,2.0,4.0,3,3,26,No,Travel_Rarely,Research & Development,11.875,4,Technical Degree,Female,4,Sales Executive,Married,1559.22,1.0,Y,14,8,1,6.0,6,5,1,4
218,219,4.0,2.0,3.0,1,3,24,No,Travel_Rarely,Sales,4.375,3,Medical,Female,1,Laboratory Technician,Married,160.16,1.0,Y,12,8,0,1.0,4,1,0,0
219,220,1.0,2.0,3.0,3,3,50,No,Travel_Frequently,Sales,1.25,2,Marketing,Male,1,Sales Executive,Married,384.79999999999995,1.0,Y,14,8,3,32.0,2,32,10,7
220,221,2.0,3.0,3.0,2,3,25,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,1,Research Scientist,Married,2482.22,1.0,Y,16,8,0,7.0,3,7,0,6
221,222,1.0,3.0,3.0,3,4,24,Yes,Travel_Frequently,Research & Development,1.25,3,Medical,Male,2,Research Scientist,Married,509.46999999999997,1.0,Y,21,8,0,6.0,3,6,1,2
222,223,2.0,1.0,4.0,3,3,30,Yes,Travel_Frequently,Research & Development,5.625,3,Other,Male,2,Healthcare Representative,Married,887.25,1.0,Y,14,8,0,1.0,2,1,0,0
223,224,2.0,4.0,3.0,3,3,34,No,Travel_Rarely,Sales,3.75,2,Life Sciences,Male,4,Research Director,Married,1332.24,1.0,Y,12,8,1,6.0,4,6,1,3
224,225,2.0,1.0,1.0,2,3,31,Yes,Travel_Rarely,Research & Development,5.625,1,Medical,Female,1,Sales Representative,Divorced,2463.1099999999997,2.0,Y,12,8,2,9.0,2,3,1,2
225,226,1.0,4.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Female,5,Sales Executive,Single,324.47999999999996,4.0,Y,17,8,3,9.0,3,3,0,2
226,227,1.0,4.0,4.0,3,3,31,No,Travel_Rarely,Sales,0.625,3,Marketing,Female,2,Sales Executive,Divorced,840.4499999999999,4.0,Y,17,8,0,13.0,3,7,5,7
227,228,1.0,3.0,2.0,3,3,27,No,Travel_Rarely,Sales,13.75,4,Medical,Male,1,Sales Representative,Divorced,286.78,0.0,Y,14,8,1,6.0,4,5,0,3
228,229,4.0,3.0,2.0,3,3,37,No,Travel_Rarely,Sales,5.625,4,Marketing,Female,2,Laboratory Technician,Married,271.18,4.0,Y,14,8,0,17.0,3,3,1,0
229,230,4.0,2.0,4.0,1,3,20,No,Travel_Rarely,Research & Development,10.625,4,Medical,Female,1,Sales Representative,Single,298.09,1.0,Y,13,8,2,1.0,3,1,0,0
230,231,3.0,4.0,3.0,3,3,42,No,Travel_Rarely,Research & Development,17.5,4,Life Sciences,Female,2,Manufacturing Director,Married,343.84999999999997,1.0,Y,15,8,0,10.0,5,10,2,2
231,232,2.0,4.0,2.0,3,3,43,No,Travel_Rarely,Research & Development,6.25,5,Technical Degree,Female,2,Sales Executive,Divorced,348.78999999999996,4.0,Y,11,8,0,21.0,3,1,0,0
232,233,3.0,1.0,2.0,4,3,38,No,Travel_Rarely,Human Resources,1.25,4,Medical,Male,1,Human Resources,Single,261.82,3.0,Y,17,8,1,8.0,5,0,0,0
233,234,4.0,3.0,3.0,3,3,43,No,Travel_Frequently,Sales,2.5,3,Medical,Female,2,Healthcare Representative,Divorced,444.46999999999997,3.0,Y,11,8,1,10.0,5,8,4,7
234,235,4.0,1.0,1.0,4,3,48,No,Travel_Rarely,Research & Development,5.0,1,Medical,Male,2,Laboratory Technician,Married,698.88,7.0,Y,13,8,1,21.0,3,3,0,2
235,236,1.0,3.0,4.0,4,4,44,No,Travel_Rarely,Sales,18.125,4,Marketing,Male,2,Sales Executive,Single,253.63,4.0,Y,22,8,3,10.0,4,2,0,2
236,237,3.0,3.0,3.0,2,4,34,No,Travel_Rarely,Research & Development,8.125,4,Life Sciences,Female,1,Laboratory Technician,Divorced,304.33,1.0,Y,20,8,2,8.0,3,8,0,6
237,238,3.0,1.0,3.0,3,3,27,Yes,Travel_Rarely,Sales,16.875,3,Life Sciences,Male,2,Research Scientist,Divorced,298.09,0.0,Y,18,8,0,5.0,0,4,0,2
238,239,3.0,3.0,3.0,1,3,21,No,Travel_Rarely,Sales,10.0,2,Life Sciences,Male,3,Sales Executive,Single,1134.3799999999999,1.0,Y,11,8,1,3.0,2,3,1,2
239,240,4.0,4.0,4.0,3,3,44,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,Male,1,Laboratory Technician,Married,521.43,4.0,Y,14,8,1,26.0,2,2,0,1
240,241,1.0,3.0,3.0,2,3,22,No,Travel_Rarely,Research & Development,1.25,2,Medical,Female,2,Laboratory Technician,Married,2540.85,0.0,Y,14,8,0,3.0,3,2,2,2
241,242,3.0,3.0,3.0,3,3,33,No,Travel_Rarely,Sales,8.125,4,Marketing,Female,2,Manufacturing Director,Divorced,593.8399999999999,0.0,Y,18,8,1,6.0,2,5,1,2
242,243,1.0,4.0,2.0,3,3,32,No,Travel_Rarely,Research & Development,0.625,1,Life Sciences,Female,1,Healthcare Representative,Married,392.85999999999996,1.0,Y,16,8,1,6.0,3,6,0,5
243,244,3.0,3.0,3.0,3,3,30,No,Travel_Frequently,Research & Development,2.5,5,Technical Degree,Male,3,Manager,Divorced,750.36,1.0,Y,17,8,0,1.0,3,1,0,0
244,245,4.0,1.0,4.0,2,3,53,No,Travel_Rarely,Research & Development,15.0,3,Other,Female,3,Manager,Single,294.96999999999997,7.0,Y,11,8,1,18.0,2,14,8,10
245,246,2.0,4.0,2.0,3,3,34,No,Travel_Rarely,Research & Development,0.625,5,Medical,Male,1,Research Scientist,Married,699.53,1.0,Y,12,8,0,10.0,0,10,8,8
246,247,1.0,1.0,3.0,3,3,45,Yes,Travel_Frequently,Research & Development,11.875,4,Life Sciences,Male,3,Research Director,Married,447.33,2.0,Y,13,8,1,5.0,5,1,0,0
247,248,3.0,4.0,3.0,4,3,26,No,Travel_Rarely,Research & Development,4.375,2,Life Sciences,Male,1,Manufacturing Director,Married,709.02,1.0,Y,13,8,1,3.0,5,3,0,2
248,249,3.0,3.0,3.0,2,3,37,No,Travel_Rarely,Research & Development,2.5,3,Medical,Male,1,Manager,Married,1284.9199999999998,1.0,Y,14,8,0,10.0,3,10,7,8
249,250,2.0,3.0,2.0,3,3,29,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Female,1,Healthcare Representative,Married,540.41,1.0,Y,17,8,3,6.0,2,6,1,2
250,251,2.0,4.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,6.25,5,Medical,Female,4,Laboratory Technician,Single,1749.54,1.0,Y,11,8,0,17.0,3,17,11,8
251,252,3.0,4.0,1.0,3,4,33,No,Travel_Frequently,Research & Development,5.0,3,Technical Degree,Male,2,Laboratory Technician,Divorced,1178.97,3.0,Y,25,8,1,15.0,3,13,4,7
252,253,3.0,2.0,4.0,2,3,54,No,Travel_Rarely,Research & Development,3.125,2,Life Sciences,Female,2,Sales Executive,Married,521.8199999999999,2.0,Y,19,8,1,16.0,4,9,7,1
253,254,2.0,2.0,3.0,2,3,36,No,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Male,2,Research Scientist,Divorced,768.9499999999999,2.0,Y,13,8,1,13.0,3,3,0,2
254,255,1.0,4.0,3.0,1,3,27,No,Travel_Rarely,Sales,5.625,3,Marketing,Male,5,Research Director,Single,779.0899999999999,0.0,Y,14,8,1,5.0,3,4,1,1
255,256,4.0,3.0,3.0,2,3,20,Yes,Travel_Rarely,Research & Development,0.625,3,Life Sciences,Male,5,Sales Representative,Single,801.06,1.0,Y,12,8,3,1.0,2,1,1,1
256,257,1.0,1.0,3.0,3,3,33,Yes,Travel_Frequently,Research & Development,9.375,4,Medical,Female,1,Laboratory Technician,Single,312.78,1.0,Y,11,8,0,10.0,3,10,9,7
257,258,3.0,3.0,3.0,4,3,35,No,Non-Travel,Research & Development,1.25,1,Medical,Male,1,Research Scientist,Married,2436.2,1.0,Y,19,8,1,1.0,2,1,0,0
258,259,1.0,1.0,4.0,3,3,23,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,1,Healthcare Representative,Married,992.81,2.0,Y,11,8,1,5.0,3,3,0,2
259,260,4.0,2.0,3.0,3,3,25,No,Travel_Rarely,Research & Development,6.875,3,Medical,Male,2,Manufacturing Director,Married,1312.48,0.0,Y,11,8,1,4.0,3,3,1,2
260,261,4.0,4.0,3.0,2,4,38,No,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Male,5,Research Scientist,Single,1918.28,0.0,Y,20,8,1,8.0,3,7,0,5
261,262,2.0,4.0,3.0,2,3,29,No,Travel_Frequently,Sales,1.25,4,Life Sciences,Male,4,Healthcare Representative,Divorced,844.87,1.0,Y,18,8,3,10.0,3,10,2,8
262,263,2.0,2.0,3.0,4,3,48,No,Travel_Rarely,Research & Development,10.0,3,Technical Degree,Male,1,Sales Executive,Married,1264.12,3.0,Y,13,8,0,12.0,2,2,2,2
263,264,4.0,4.0,3.0,3,3,27,No,Travel_Frequently,Sales,2.5,3,Technical Degree,Male,5,Laboratory Technician,Divorced,285.21999999999997,1.0,Y,12,8,0,6.0,5,6,0,4
264,265,4.0,4.0,3.0,4,3,37,No,Travel_Rarely,Research & Development,10.0,3,Life Sciences,Male,3,Manager,Single,440.44,3.0,Y,11,8,0,4.0,2,1,0,0
265,266,4.0,3.0,3.0,4,3,50,No,Travel_Rarely,Sales,3.125,3,Medical,Male,1,Laboratory Technician,Married,711.49,1.0,Y,19,8,1,20.0,2,20,3,8
266,267,4.0,2.0,4.0,3,4,34,No,Travel_Rarely,Research & Development,11.25,1,Medical,Male,1,Healthcare Representative,Single,351.39,1.0,Y,21,8,1,9.0,2,8,7,7
267,268,1.0,3.0,3.0,1,3,24,Yes,Travel_Rarely,Research & Development,10.625,2,Life Sciences,Female,1,Healthcare Representative,Single,325.13,9.0,Y,12,8,0,4.0,3,2,2,0
268,269,4.0,3.0,3.0,3,3,39,No,Travel_Rarely,Research & Development,7.5,5,Medical,Female,1,Sales Representative,Single,808.5999999999999,1.0,Y,14,8,2,20.0,2,20,11,10
269,270,4.0,4.0,2.0,1,3,32,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,5,Research Scientist,Single,394.94,1.0,Y,11,8,0,10.0,5,10,0,8
270,271,2.0,3.0,3.0,2,3,50,Yes,Travel_Frequently,Research & Development,2.5,2,Medical,Male,4,Sales Representative,Married,575.12,3.0,Y,14,8,1,18.0,2,4,1,3
271,272,2.0,4.0,2.0,2,3,38,No,Travel_Rarely,Research & Development,5.625,4,Life Sciences,Male,1,Sales Executive,Single,560.56,0.0,Y,12,8,1,10.0,2,9,1,8
272,273,3.0,1.0,3.0,2,4,27,No,Travel_Rarely,Research & Development,6.25,3,Medical,Male,5,Research Scientist,Married,1721.85,1.0,Y,23,8,1,9.0,3,9,0,7
274,275,4.0,1.0,3.0,3,3,47,No,Travel_Rarely,Research & Development,1.25,3,Medical,Female,5,Sales Executive,Single,652.73,2.0,Y,17,8,0,20.0,3,7,1,7
275,276,4.0,1.0,3.0,3,3,40,No,Travel_Frequently,Research & Development,1.875,4,Medical,Female,3,Human Resources,Married,666.38,5.0,Y,18,8,0,20.0,2,18,1,12
276,277,3.0,3.0,3.0,3,3,53,No,Travel_Rarely,Research & Development,4.375,1,Life Sciences,Male,2,Laboratory Technician,Married,371.66999999999996,3.0,Y,18,8,1,32.0,2,5,1,3
277,278,2.0,4.0,2.0,3,4,41,No,Travel_Rarely,Sales,3.75,3,Medical,Male,1,Sales Executive,Divorced,1331.07,3.0,Y,24,8,3,23.0,3,21,12,6
278,279,1.0,1.0,3.0,4,4,60,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,Female,5,Laboratory Technician,Single,692.77,8.0,Y,20,8,0,10.0,3,2,2,2
279,280,4.0,1.0,2.0,2,3,27,No,Travel_Frequently,Research & Development,18.125,1,Life Sciences,Male,2,Manufacturing Director,Divorced,562.25,1.0,Y,14,8,0,9.0,2,9,1,7
280,281,4.0,3.0,3.0,3,3,41,No,Travel_Rarely,Research & Development,1.875,3,Medical,Male,1,Manufacturing Director,Married,943.8,1.0,Y,16,8,0,22.0,2,22,2,10
281,282,4.0,2.0,3.0,4,4,50,No,Travel_Rarely,Sales,5.625,3,Life Sciences,Male,2,Research Scientist,Married,301.86,7.0,Y,25,8,1,4.0,0,2,2,2
282,283,1.0,2.0,3.0,2,3,28,Yes,Travel_Rarely,Sales,1.25,4,Life Sciences,Male,3,Research Scientist,Single,269.75,7.0,Y,18,8,3,10.0,0,7,3,7
283,284,1.0,1.0,3.0,3,3,36,No,Non-Travel,Research & Development,6.25,4,Technical Degree,Female,2,Research Scientist,Married,539.76,9.0,Y,19,8,1,10.0,3,8,0,5
284,285,3.0,3.0,4.0,3,3,38,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,3,Manager,Single,1250.47,4.0,Y,13,8,1,10.0,2,1,0,0
285,286,1.0,3.0,3.0,2,3,44,No,Non-Travel,Research & Development,5.0,2,Life Sciences,Male,1,Research Scientist,Single,1755.3899999999999,2.0,Y,12,8,0,9.0,6,5,1,4
286,287,4.0,3.0,2.0,2,4,47,No,Travel_Frequently,Research & Development,16.875,3,Life Sciences,Male,1,Research Scientist,Divorced,707.3299999999999,9.0,Y,22,8,1,28.0,6,22,11,13
287,288,3.0,4.0,2.0,3,3,30,No,Travel_Rarely,Research & Development,5.0,3,Life Sciences,Male,2,Sales Executive,Divorced,677.17,7.0,Y,14,8,1,10.0,3,8,7,7
288,289,3.0,3.0,3.0,3,3,29,No,Travel_Rarely,Research & Development,0.625,2,Medical,Female,1,Sales Executive,Single,1387.49,1.0,Y,13,8,3,1.0,2,1,0,0
289,290,3.0,3.0,3.0,3,4,42,Yes,Travel_Frequently,Research & Development,6.25,1,Life Sciences,Female,1,Sales Executive,Divorced,651.3,6.0,Y,21,8,3,7.0,3,2,2,2
290,291,4.0,4.0,3.0,3,3,43,No,Travel_Frequently,Research & Development,16.25,1,Life Sciences,Male,1,Laboratory Technician,Married,1761.37,3.0,Y,11,8,2,7.0,3,2,2,2
291,292,2.0,3.0,3.0,4,3,34,No,Travel_Rarely,Research & Development,1.25,5,Technical Degree,Male,2,Healthcare Representative,Single,649.87,3.0,Y,12,8,2,10.0,2,5,4,3
292,293,2.0,1.0,4.0,3,3,23,No,Travel_Rarely,Sales,8.125,3,Marketing,Male,5,Sales Executive,Married,548.73,1.0,Y,11,8,1,5.0,4,4,0,2
293,294,3.0,2.0,1.0,2,3,39,No,Travel_Rarely,Sales,1.25,4,Marketing,Female,4,Healthcare Representative,Married,1803.36,9.0,Y,12,8,3,12.0,3,8,3,6
