,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
141,45,No,Travel_Rarely,Research & Development,1.25,3,Medical,150,Female,1,Sales Executive,Married,662.74,3.0,Y,14,8,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3
142,52,No,Travel_Rarely,Research & Development,7.5,3,Medical,151,Male,2,Research Scientist,Married,634.14,2.0,Y,11,8,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3
143,42,No,Travel_Frequently,Sales,6.25,3,Marketing,152,Female,2,Healthcare Representative,Divorced,368.81,2.0,Y,13,8,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3
144,30,No,Travel_Rarely,Sales,15.625,3,Marketing,153,Male,1,Sales Executive,Single,312.78,2.0,Y,20,8,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4
145,60,No,Travel_Rarely,Research & Development,6.25,3,Life Sciences,154,Female,1,Manufacturing Director,Married,294.96999999999997,5.0,Y,18,8,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3
146,46,No,Travel_Rarely,Sales,11.875,4,Marketing,155,Female,1,Sales Executive,Divorced,534.04,2.0,Y,14,8,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3
147,42,No,Travel_Frequently,Research & Development,11.25,4,Technical Degree,156,Male,4,Sales Executive,Married,1716.78,0.0,Y,13,8,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3
148,24,Yes,Travel_Rarely,Research & Development,16.875,2,Medical,157,Male,1,Research Scientist,Single,1354.86,1.0,Y,17,8,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3
149,34,Yes,Travel_Frequently,Research & Development,3.125,3,Medical,158,Male,2,Research Scientist,Divorced,1786.72,0.0,Y,20,8,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4
150,38,No,Travel_Frequently,Sales,1.875,3,Marketing,159,Female,2,Sales Executive,Married,637.91,1.0,Y,11,8,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3
151,40,No,Travel_Rarely,Sales,16.25,4,Marketing,160,Female,1,Sales Executive,Married,452.65999999999997,0.0,Y,18,8,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3
152,26,No,Travel_Rarely,Research & Development,1.875,2,Medical,161,Female,4,Healthcare Representative,Divorced,316.68,1.0,Y,24,8,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4
153,30,No,Non-Travel,Research & Development,9.375,3,Medical,162,Female,2,Sales Executive,Married,309.4,4.0,Y,18,8,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3
154,29,No,Travel_Rarely,Research & Development,5.0,3,Medical,163,Female,3,Manufacturing Director,Married,2526.0299999999997,1.0,Y,11,8,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3
155,29,Yes,Travel_Rarely,Research & Development,11.875,4,Life Sciences,164,Male,3,Research Scientist,Married,232.7,5.0,Y,16,8,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3
156,19,Yes,Travel_Rarely,Research & Development,2.5,3,Medical,165,Male,1,Sales Executive,Single,993.7199999999999,1.0,Y,15,8,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3
157,30,No,Non-Travel,Research & Development,1.25,4,Life Sciences,166,Female,3,Research Scientist,Married,667.03,0.0,Y,15,8,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3
158,57,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,167,Male,4,Research Scientist,Divorced,819.78,3.0,Y,12,8,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3
159,50,No,Travel_Rarely,Sales,6.25,4,Life Sciences,168,Female,3,Manager,Married,622.31,0.0,Y,12,8,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3
160,30,No,Non-Travel,Sales,6.25,2,Life Sciences,169,Male,3,Laboratory Technician,Single,2454.4,0.0,Y,22,8,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4
161,60,No,Travel_Frequently,Research & Development,10.0,3,Life Sciences,170,Female,4,Laboratory Technician,Married,304.07,4.0,Y,20,8,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4
162,47,No,Travel_Rarely,Research & Development,0.625,3,Technical Degree,171,Male,5,Manufacturing Director,Divorced,1764.1,5.0,Y,16,8,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3
163,46,No,Travel_Rarely,Sales,2.5,1,Technical Degree,172,Male,1,Laboratory Technician,Married,872.56,6.0,Y,21,8,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4
164,35,No,Travel_Rarely,Research & Development,9.375,2,Medical,173,Female,2,Laboratory Technician,Single,702.78,0.0,Y,12,8,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3
165,54,No,Travel_Rarely,Research & Development,1.25,4,Medical,174,Male,2,Human Resources,Single,1161.94,7.0,Y,11,8,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3
166,34,No,Travel_Rarely,Sales,5.0,2,Life Sciences,175,Male,1,Laboratory Technician,Divorced,317.07,3.0,Y,11,8,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3
167,46,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,176,Male,1,Healthcare Representative,Married,1148.81,2.0,Y,18,8,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3
168,31,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,177,Male,2,Research Director,Divorced,694.5899999999999,1.0,Y,14,8,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3
169,33,Yes,Travel_Rarely,Research & Development,6.25,3,Life Sciences,178,Female,4,Research Director,Married,874.64,7.0,Y,22,8,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4
170,33,Yes,Travel_Rarely,Sales,3.125,4,Marketing,179,Male,2,Research Director,Divorced,864.76,7.0,Y,25,8,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4
171,30,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,180,Male,1,Sales Executive,Single,630.5,0.0,Y,12,8,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3
172,35,No,Travel_Rarely,Research & Development,7.5,2,Medical,181,Female,2,Sales Representative,Married,365.16999999999996,4.0,Y,23,8,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4
173,31,Yes,Travel_Frequently,Research & Development,13.75,2,Medical,182,Female,2,Sales Executive,Married,739.5699999999999,3.0,Y,15,8,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3
174,34,Yes,Travel_Frequently,Sales,10.625,1,Marketing,183,Male,1,Research Director,Divorced,260.13,9.0,Y,22,8,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4
175,42,No,Travel_Frequently,Research & Development,1.25,4,Medical,184,Female,1,Research Scientist,Married,387.01,4.0,Y,15,8,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3
176,36,No,Non-Travel,Research & Development,1.875,4,Medical,185,Male,1,Research Scientist,Single,523.25,1.0,Y,11,8,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3
177,22,Yes,Travel_Frequently,Research & Development,4.375,3,Medical,186,Female,2,Laboratory Technician,Single,492.04999999999995,5.0,Y,13,8,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3
178,48,No,Travel_Rarely,Research & Development,3.75,3,Medical,187,Male,1,Laboratory Technician,Married,1411.02,2.0,Y,14,8,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3
179,55,No,Travel_Rarely,Research & Development,0.625,3,Medical,188,Female,1,Sales Executive,Single,1564.03,3.0,Y,11,8,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3
180,41,No,Non-Travel,Research & Development,1.875,2,Life Sciences,189,Female,2,Research Scientist,Single,1291.6799999999998,7.0,Y,17,8,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3
181,35,No,Travel_Rarely,Research & Development,13.75,3,Medical,190,Female,1,Sales Representative,Married,385.58,9.0,Y,18,8,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3
182,40,No,Travel_Rarely,Research & Development,9.375,3,Life Sciences,191,Female,2,Laboratory Technician,Single,334.22999999999996,7.0,Y,14,8,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3
183,39,No,Travel_Frequently,Research & Development,7.5,1,Medical,192,Male,1,Research Scientist,Married,1298.83,1.0,Y,16,8,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3
184,31,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,193,Male,3,Research Director,Single,798.4599999999999,4.0,Y,13,8,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3
185,42,No,Travel_Rarely,Research & Development,3.125,3,Medical,194,Male,3,Sales Executive,Married,700.6999999999999,1.0,Y,14,8,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3
186,45,No,Travel_Rarely,Research & Development,1.25,1,Medical,195,Female,4,Sales Executive,Married,572.52,0.0,Y,23,8,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4
187,29,No,Travel_Rarely,Research & Development,3.125,3,Medical,197,Male,1,Research Scientist,Divorced,666.9,4.0,Y,11,8,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3
188,33,No,Travel_Rarely,Research & Development,10.0,3,Medical,198,Female,1,Laboratory Technician,Divorced,271.7,4.0,Y,16,8,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3
189,31,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,199,Female,1,Sales Executive,Divorced,378.16999999999996,9.0,Y,14,8,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3
190,18,Yes,Travel_Frequently,Research & Development,1.25,3,Technical Degree,200,Male,1,Sales Executive,Single,450.84,1.0,Y,18,8,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3
191,40,No,Non-Travel,Research & Development,0.625,4,Technical Degree,201,Female,2,Laboratory Technician,Divorced,398.84,3.0,Y,19,8,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3
192,41,No,Non-Travel,Research & Development,14.375,3,Life Sciences,202,Male,2,Manufacturing Director,Single,347.09999999999997,2.0,Y,15,8,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3
193,26,No,Travel_Rarely,Research & Development,5.625,4,Medical,203,Male,3,Healthcare Representative,Divorced,350.09,5.0,Y,17,8,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3
194,35,No,Travel_Rarely,Research & Development,10.0,4,Medical,204,Male,2,Human Resources,Single,1238.3799999999999,1.0,Y,15,8,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3
195,34,No,Travel_Rarely,Research & Development,16.25,3,Medical,205,Male,1,Laboratory Technician,Single,680.81,1.0,Y,19,8,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3
196,26,Yes,Travel_Rarely,Sales,0.625,3,Marketing,206,Female,2,Manufacturing Director,Single,315.38,1.0,Y,22,8,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4
197,37,No,Travel_Rarely,Research & Development,5.0,1,Life Sciences,207,Male,1,Sales Executive,Single,545.0899999999999,4.0,Y,16,8,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3
198,46,No,Travel_Frequently,Research & Development,2.5,1,Medical,208,Male,5,Human Resources,Married,378.43,5.0,Y,13,8,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3
199,41,No,Travel_Rarely,Research & Development,15.0,1,Life Sciences,209,Male,1,Research Director,Married,345.93,7.0,Y,14,8,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3
200,37,No,Non-Travel,Research & Development,4.375,2,Medical,210,Male,1,Sales Executive,Divorced,263.64,1.0,Y,16,8,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3
201,32,Yes,Non-Travel,Research & Development,4.375,2,Life Sciences,212,Female,2,Research Director,Married,428.73999999999995,8.0,Y,22,8,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4
202,24,No,Travel_Frequently,Sales,13.75,3,Life Sciences,213,Female,1,Healthcare Representative,Married,381.54999999999995,0.0,Y,14,8,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3
203,38,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,214,Female,1,Research Scientist,Married,2005.51,3.0,Y,16,8,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3
204,37,No,Travel_Rarely,Research & Development,0.625,4,Technical Degree,215,Female,5,Research Scientist,Married,512.72,6.0,Y,11,8,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3
205,49,No,Travel_Rarely,Sales,13.125,1,Life Sciences,216,Male,1,Sales Executive,Divorced,521.43,1.0,Y,18,8,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3
206,24,No,Travel_Rarely,Sales,0.625,3,Marketing,217,Female,1,Sales Executive,Married,442.90999999999997,1.0,Y,15,8,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3
207,26,No,Travel_Rarely,Research & Development,11.875,4,Technical Degree,218,Female,4,Sales Executive,Married,1559.22,1.0,Y,14,8,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3
208,24,No,Travel_Rarely,Sales,4.375,3,Medical,219,Female,1,Laboratory Technician,Married,160.16,1.0,Y,12,8,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3
209,50,No,Travel_Frequently,Sales,1.25,2,Marketing,220,Male,1,Sales Executive,Married,384.79999999999995,1.0,Y,14,8,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3
210,25,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,221,Male,1,Research Scientist,Married,2482.22,1.0,Y,16,8,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3
211,24,Yes,Travel_Frequently,Research & Development,1.25,3,Medical,222,Male,2,Research Scientist,Married,509.46999999999997,1.0,Y,21,8,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4
212,30,Yes,Travel_Frequently,Research & Development,5.625,3,Other,223,Male,2,Healthcare Representative,Married,887.25,1.0,Y,14,8,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3
213,34,No,Travel_Rarely,Sales,3.75,2,Life Sciences,224,Male,4,Research Director,Married,1332.24,1.0,Y,12,8,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3
214,31,Yes,Travel_Rarely,Research & Development,5.625,1,Medical,225,Female,1,Sales Representative,Divorced,2463.1099999999997,2.0,Y,12,8,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3
215,35,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,226,Female,5,Sales Executive,Single,324.47999999999996,4.0,Y,17,8,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3
216,31,No,Travel_Rarely,Sales,0.625,3,Marketing,227,Female,2,Sales Executive,Divorced,840.4499999999999,4.0,Y,17,8,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3
217,27,No,Travel_Rarely,Sales,13.75,4,Medical,228,Male,1,Sales Representative,Divorced,286.78,0.0,Y,14,8,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3
218,37,No,Travel_Rarely,Sales,5.625,4,Marketing,229,Female,2,Laboratory Technician,Married,271.18,4.0,Y,14,8,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3
219,20,No,Travel_Rarely,Research & Development,10.625,4,Medical,230,Female,1,Sales Representative,Single,298.09,1.0,Y,13,8,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3
220,42,No,Travel_Rarely,Research & Development,17.5,4,Life Sciences,231,Female,2,Manufacturing Director,Married,343.84999999999997,1.0,Y,15,8,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3
221,43,No,Travel_Rarely,Research & Development,6.25,5,Technical Degree,232,Female,2,Sales Executive,Divorced,348.78999999999996,4.0,Y,11,8,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3
222,38,No,Travel_Rarely,Human Resources,1.25,4,Medical,233,Male,1,Human Resources,Single,261.82,3.0,Y,17,8,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3
223,43,No,Travel_Frequently,Sales,2.5,3,Medical,234,Female,2,Healthcare Representative,Divorced,444.46999999999997,3.0,Y,11,8,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3
224,48,No,Travel_Rarely,Research & Development,5.0,1,Medical,235,Male,2,Laboratory Technician,Married,698.88,7.0,Y,13,8,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3
225,44,No,Travel_Rarely,Sales,18.125,4,Marketing,236,Male,2,Sales Executive,Single,253.63,4.0,Y,22,8,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4
226,34,No,Travel_Rarely,Research & Development,8.125,4,Life Sciences,237,Female,1,Laboratory Technician,Divorced,304.33,1.0,Y,20,8,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4
227,27,Yes,Travel_Rarely,Sales,16.875,3,Life Sciences,238,Male,2,Research Scientist,Divorced,298.09,0.0,Y,18,8,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3
228,21,No,Travel_Rarely,Sales,10.0,2,Life Sciences,239,Male,3,Sales Executive,Single,1134.3799999999999,1.0,Y,11,8,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3
229,44,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,240,Male,1,Laboratory Technician,Married,521.43,4.0,Y,14,8,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3
230,22,No,Travel_Rarely,Research & Development,1.25,2,Medical,241,Female,2,Laboratory Technician,Married,2540.85,0.0,Y,14,8,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3
231,33,No,Travel_Rarely,Sales,8.125,4,Marketing,242,Female,2,Manufacturing Director,Divorced,593.8399999999999,0.0,Y,18,8,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3
232,32,No,Travel_Rarely,Research & Development,0.625,1,Life Sciences,243,Female,1,Healthcare Representative,Married,392.85999999999996,1.0,Y,16,8,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3
233,30,No,Travel_Frequently,Research & Development,2.5,5,Technical Degree,244,Male,3,Manager,Divorced,750.36,1.0,Y,17,8,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3
234,53,No,Travel_Rarely,Research & Development,15.0,3,Other,245,Female,3,Manager,Single,294.96999999999997,7.0,Y,11,8,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3
235,34,No,Travel_Rarely,Research & Development,0.625,5,Medical,246,Male,1,Research Scientist,Married,699.53,1.0,Y,12,8,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3
236,45,Yes,Travel_Frequently,Research & Development,11.875,4,Life Sciences,247,Male,3,Research Director,Married,447.33,2.0,Y,13,8,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3
237,26,No,Travel_Rarely,Research & Development,4.375,2,Life Sciences,248,Male,1,Manufacturing Director,Married,709.02,1.0,Y,13,8,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3
238,37,No,Travel_Rarely,Research & Development,2.5,3,Medical,249,Male,1,Manager,Married,1284.9199999999998,1.0,Y,14,8,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3
239,29,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,250,Female,1,Healthcare Representative,Married,540.41,1.0,Y,17,8,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3
240,35,No,Travel_Rarely,Research & Development,6.25,5,Medical,251,Female,4,Laboratory Technician,Single,1749.54,1.0,Y,11,8,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3
241,33,No,Travel_Frequently,Research & Development,5.0,3,Technical Degree,252,Male,2,Laboratory Technician,Divorced,1178.97,3.0,Y,25,8,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4
242,54,No,Travel_Rarely,Research & Development,3.125,2,Life Sciences,253,Female,2,Sales Executive,Married,521.8199999999999,2.0,Y,19,8,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3
243,36,No,Travel_Rarely,Research & Development,5.0,3,Life Sciences,254,Male,2,Research Scientist,Divorced,768.9499999999999,2.0,Y,13,8,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3
244,27,No,Travel_Rarely,Sales,5.625,3,Marketing,255,Male,5,Research Director,Single,779.0899999999999,0.0,Y,14,8,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3
245,20,Yes,Travel_Rarely,Research & Development,0.625,3,Life Sciences,256,Male,5,Sales Representative,Single,801.06,1.0,Y,12,8,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3
246,33,Yes,Travel_Frequently,Research & Development,9.375,4,Medical,257,Female,1,Laboratory Technician,Single,312.78,1.0,Y,11,8,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3
247,35,No,Non-Travel,Research & Development,1.25,1,Medical,258,Male,1,Research Scientist,Married,2436.2,1.0,Y,19,8,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3
248,23,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,259,Male,1,Healthcare Representative,Married,992.81,2.0,Y,11,8,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3
249,25,No,Travel_Rarely,Research & Development,6.875,3,Medical,260,Male,2,Manufacturing Director,Married,1312.48,0.0,Y,11,8,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3
250,38,No,Travel_Rarely,Research & Development,10.0,3,Life Sciences,261,Male,5,Research Scientist,Single,1918.28,0.0,Y,20,8,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4
251,29,No,Travel_Frequently,Sales,1.25,4,Life Sciences,262,Male,4,Healthcare Representative,Divorced,844.87,1.0,Y,18,8,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3
252,48,No,Travel_Rarely,Research & Development,10.0,3,Technical Degree,263,Male,1,Sales Executive,Married,1264.12,3.0,Y,13,8,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3
253,27,No,Travel_Frequently,Sales,2.5,3,Technical Degree,264,Male,5,Laboratory Technician,Divorced,285.21999999999997,1.0,Y,12,8,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3
254,37,No,Travel_Rarely,Research & Development,10.0,3,Life Sciences,265,Male,3,Manager,Single,440.44,3.0,Y,11,8,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3
255,50,No,Travel_Rarely,Sales,3.125,3,Medical,266,Male,1,Laboratory Technician,Married,711.49,1.0,Y,19,8,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3
256,34,No,Travel_Rarely,Research & Development,11.25,1,Medical,267,Male,1,Healthcare Representative,Single,351.39,1.0,Y,21,8,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4
257,24,Yes,Travel_Rarely,Research & Development,10.625,2,Life Sciences,268,Female,1,Healthcare Representative,Single,325.13,9.0,Y,12,8,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3
258,39,No,Travel_Rarely,Research & Development,7.5,5,Medical,269,Female,1,Sales Representative,Single,808.5999999999999,1.0,Y,14,8,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3
259,32,No,Travel_Rarely,Research & Development,1.25,3,Life Sciences,270,Male,5,Research Scientist,Single,394.94,1.0,Y,11,8,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3
260,50,Yes,Travel_Frequently,Research & Development,2.5,2,Medical,271,Male,4,Sales Representative,Married,575.12,3.0,Y,14,8,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3
261,38,No,Travel_Rarely,Research & Development,5.625,4,Life Sciences,272,Male,1,Sales Executive,Single,560.56,0.0,Y,12,8,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3
262,27,No,Travel_Rarely,Research & Development,6.25,3,Medical,273,Male,5,Research Scientist,Married,1721.85,1.0,Y,23,8,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4
263,47,No,Travel_Rarely,Research & Development,1.25,3,Medical,275,Female,5,Sales Executive,Single,652.73,2.0,Y,17,8,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3
264,40,No,Travel_Frequently,Research & Development,1.875,4,Medical,276,Female,3,Human Resources,Married,666.38,5.0,Y,18,8,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3
265,53,No,Travel_Rarely,Research & Development,4.375,1,Life Sciences,277,Male,2,Laboratory Technician,Married,371.66999999999996,3.0,Y,18,8,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3
266,41,No,Travel_Rarely,Sales,3.75,3,Medical,278,Male,1,Sales Executive,Divorced,1331.07,3.0,Y,24,8,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4
267,60,No,Travel_Rarely,Research & Development,5.0,2,Life Sciences,279,Female,5,Laboratory Technician,Single,692.77,8.0,Y,20,8,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4
268,27,No,Travel_Frequently,Research & Development,18.125,1,Life Sciences,280,Male,2,Manufacturing Director,Divorced,562.25,1.0,Y,14,8,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3
269,41,No,Travel_Rarely,Research & Development,1.875,3,Medical,281,Male,1,Manufacturing Director,Married,943.8,1.0,Y,16,8,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3
270,50,No,Travel_Rarely,Sales,5.625,3,Life Sciences,282,Male,2,Research Scientist,Married,301.86,7.0,Y,25,8,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4
271,28,Yes,Travel_Rarely,Sales,1.25,4,Life Sciences,283,Male,3,Research Scientist,Single,269.75,7.0,Y,18,8,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3
272,36,No,Non-Travel,Research & Development,6.25,4,Technical Degree,284,Female,2,Research Scientist,Married,539.76,9.0,Y,19,8,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3
273,38,No,Travel_Rarely,Research & Development,0.625,3,Medical,285,Female,3,Manager,Single,1250.47,4.0,Y,13,8,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3
274,44,No,Non-Travel,Research & Development,5.0,2,Life Sciences,286,Male,1,Research Scientist,Single,1755.3899999999999,2.0,Y,12,8,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3
275,47,No,Travel_Frequently,Research & Development,16.875,3,Life Sciences,287,Male,1,Research Scientist,Divorced,707.3299999999999,9.0,Y,22,8,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4
276,30,No,Travel_Rarely,Research & Development,5.0,3,Life Sciences,288,Male,2,Sales Executive,Divorced,677.17,7.0,Y,14,8,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3
277,29,No,Travel_Rarely,Research & Development,0.625,2,Medical,289,Female,1,Sales Executive,Single,1387.49,1.0,Y,13,8,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3
278,42,Yes,Travel_Frequently,Research & Development,6.25,1,Life Sciences,290,Female,1,Sales Executive,Divorced,651.3,6.0,Y,21,8,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4
279,43,No,Travel_Frequently,Research & Development,16.25,1,Life Sciences,291,Male,1,Laboratory Technician,Married,1761.37,3.0,Y,11,8,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3
280,34,No,Travel_Rarely,Research & Development,1.25,5,Technical Degree,292,Male,2,Healthcare Representative,Single,649.87,3.0,Y,12,8,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3
281,23,No,Travel_Rarely,Sales,8.125,3,Marketing,293,Male,5,Sales Executive,Married,548.73,1.0,Y,11,8,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3
282,39,No,Travel_Rarely,Sales,1.25,4,Marketing,294,Female,4,Healthcare Representative,Married,1803.36,9.0,Y,12,8,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3
